time,cars,wait
0,0,0.0
1,0,0.0
2,0,0.0
3,1,0.0
4,1,0.0
5,2,0.0
6,2,0.0
7,4,0.0
8,5,0.0
9,5,0.0
10,6,0.0
11,7,0.0
12,7,0.0
13,7,0.0
14,8,0.0
15,8,0.0
16,8,0.0
17,9,0.0
18,9,0.0
19,9,0.0
20,9,1.0
21,9,2.0
22,9,3.0
23,9,4.0
24,11,5.0
25,11,0.0
26,11,0.0
27,11,1.0
28,11,2.0
29,13,3.0
30,12,5.0
31,12,7.0
32,12,9.0
33,12,11.0
34,13,13.0
35,13,1.0
36,14,0.0
37,14,0.0
38,14,0.0
39,14,0.0
40,15,0.0
41,15,0.0
42,14,1.0
43,14,2.0
44,15,3.0
45,17,5.0
46,17,1.0
47,17,0.0
48,18,1.0
49,18,2.0
50,18,3.0
51,18,4.0
52,18,5.0
53,18,6.0
54,19,8.0
55,19,10.0
56,18,1.0
57,20,0.0
58,20,2.0
59,20,2.0
60,20,3.0
61,20,4.0
62,19,6.0
63,20,9.0
64,19,12.0
65,21,16.0
66,20,12.0
67,22,5.0
68,22,4.0
69,22,2.0
70,24,3.0
71,24,6.0
72,22,9.0
73,23,13.0
74,24,17.0
75,23,22.0
76,24,27.0
77,26,32.0
78,26,37.0
79,26,43.0
80,26,49.0
81,27,56.0
82,27,36.0
83,27,17.0
84,26,7.0
85,26,4.0
86,26,4.0
87,26,7.0
88,24,12.0
89,24,18.0
90,24,24.0
91,24,30.0
92,25,17.0
93,25,12.0
94,26,9.0
95,27,9.0
96,27,9.0
97,27,10.0
98,27,13.0
99,26,19.0
100,27,26.0
101,28,34.0
102,27,28.0
103,29,22.0
104,29,17.0
105,30,8.0
106,31,9.0
107,30,15.0
108,32,18.0
109,32,24.0
110,34,27.0
111,34,31.0
112,33,27.0
113,34,23.0
114,33,27.0
115,33,32.0
116,33,33.0
117,34,33.0
118,35,35.0
119,35,32.0
120,35,31.0
121,36,28.0
122,36,22.0
123,37,15.0
124,37,9.0
125,36,8.0
126,36,9.0
127,38,10.0
128,38,14.0
129,38,18.0
130,38,26.0
131,38,33.0
132,38,28.0
133,40,24.0
134,40,20.0
135,39,15.0
136,40,14.0
137,40,16.0
138,42,22.0
139,42,32.0
140,42,36.0
141,42,44.0
142,43,39.0
143,42,34.0
144,42,29.0
145,42,23.0
146,43,31.0
147,43,34.0
148,43,38.0
149,43,44.0
150,43,52.0
151,43,70.0
152,42,68.0
153,42,62.0
154,42,51.0
155,43,43.0
156,44,39.0
157,44,35.0
158,45,46.0
159,46,42.0
160,46,41.0
161,45,51.0
162,45,44.0
163,45,40.0
164,46,44.0
165,46,41.0
166,48,37.0
167,48,39.0
168,49,38.0
169,48,42.0
170,49,47.0
171,49,62.0
172,49,62.0
173,49,59.0
174,50,52.0
175,49,45.0
176,49,46.0
177,49,45.0
178,49,38.0
179,50,41.0
180,50,40.0
181,49,47.0
182,48,41.0
183,48,27.0
184,48,21.0
185,48,17.0
186,49,20.0
187,49,21.0
188,49,31.0
189,48,39.0
190,48,45.0
191,46,54.0
192,45,51.0
193,47,39.0
194,47,32.0
195,46,29.0
196,46,26.0
197,46,36.0
198,48,35.0
199,48,40.0
200,48,53.0
201,48,60.0
202,48,54.0
203,48,43.0
204,49,32.0
205,49,31.0
206,49,27.0
207,49,29.0
208,48,37.0
209,49,42.0
210,49,50.0
211,49,58.0
212,49,70.0
213,48,83.0
214,48,79.0
215,48,73.0
216,49,70.0
217,49,63.0
218,49,60.0
219,49,58.0
220,49,62.0
221,50,57.0
222,49,59.0
223,49,66.0
224,48,60.0
225,48,48.0
226,49,38.0
227,49,32.0
228,49,32.0
229,49,37.0
230,48,45.0
231,48,59.0
232,48,71.0
233,49,81.0
