time,cars,wait
0,0,0.0
1,2,0.0
2,3,0.0
3,4,0.0
4,4,0.0
5,4,0.0
6,5,0.0
7,5,0.0
8,6,0.0
9,6,0.0
10,6,0.0
11,6,0.0
12,6,0.0
13,7,0.0
14,7,0.0
15,7,0.0
16,7,0.0
17,7,0.0
18,9,0.0
19,9,1.0
20,9,3.0
21,10,5.0
22,11,7.0
23,12,10.0
24,12,11.0
25,13,13.0
26,14,16.0
27,14,17.0
28,14,19.0
29,15,21.0
30,14,23.0
31,16,1.0
32,16,2.0
33,17,3.0
34,17,5.0
35,18,8.0
36,19,12.0
37,19,17.0
38,19,22.0
39,19,29.0
40,19,36.0
41,20,44.0
42,20,53.0
43,20,63.0
44,21,73.0
45,21,83.0
46,23,81.0
47,23,55.0
48,22,33.0
49,22,16.0
50,23,6.0
51,23,4.0
52,22,4.0
53,23,6.0
54,24,9.0
55,24,12.0
56,24,16.0
57,25,20.0
58,25,24.0
59,26,29.0
60,26,34.0
61,26,39.0
62,25,44.0
63,25,51.0
64,24,38.0
65,24,24.0
66,24,13.0
67,23,2.0
68,22,4.0
69,22,8.0
70,22,12.0
71,23,18.0
72,23,25.0
73,24,34.0
74,23,44.0
75,24,54.0
76,25,64.0
77,25,74.0
78,26,84.0
79,26,95.0
80,26,106.0
81,27,77.0
82,27,46.0
83,27,27.0
84,27,15.0
85,28,5.0
86,28,9.0
87,28,10.0
88,28,17.0
89,29,27.0
90,29,38.0
91,30,51.0
92,31,66.0
93,31,84.0
94,32,104.0
95,34,113.0
96,34,114.0
97,33,114.0
98,34,115.0
99,34,96.0
100,36,79.0
101,36,70.0
102,37,54.0
103,38,38.0
104,38,42.0
105,40,39.0
106,41,42.0
107,42,51.0
108,42,59.0
109,43,72.0
110,44,85.0
111,44,100.0
112,44,117.0
113,44,134.0
114,43,153.0
115,43,172.0
116,43,193.0
117,44,216.0
118,43,212.0
119,43,210.0
120,42,209.0
121,43,185.0
122,43,160.0
123,42,139.0
124,42,129.0
125,42,111.0
126,44,99.0
127,44,109.0
128,44,101.0
129,44,97.0
130,45,93.0
131,46,93.0
132,45,93.0
133,45,107.0
134,44,109.0
135,45,125.0
136,47,142.0
137,47,160.0
138,45,178.0
139,45,196.0
140,45,217.0
141,44,238.0
142,43,219.0
143,43,199.0
144,42,182.0
145,43,164.0
146,42,146.0
147,41,128.0
148,41,146.0
149,40,131.0
150,39,119.0
151,39,108.0
152,40,99.0
153,40,94.0
154,41,87.0
155,41,98.0
156,41,110.0
157,42,122.0
158,41,136.0
159,42,148.0
160,40,161.0
161,41,176.0
162,41,191.0
163,41,206.0
164,40,222.0
165,40,239.0
166,39,257.0
167,39,276.0
168,37,244.0
169,38,212.0
170,37,179.0
171,38,148.0
172,38,117.0
173,38,109.0
174,37,88.0
175,36,101.0
176,37,87.0
177,37,77.0
178,37,67.0
179,37,62.0
180,37,68.0
181,39,71.0
182,39,74.0
183,39,85.0
184,38,96.0
185,38,108.0
186,41,122.0
187,42,137.0
188,41,153.0
189,40,168.0
190,40,185.0
191,41,205.0
192,42,223.0
193,41,243.0
194,41,265.0
195,40,289.0
196,42,263.0
197,43,219.0
198,43,178.0
199,42,139.0
200,42,110.0
201,43,101.0
202,43,97.0
203,43,91.0
204,43,87.0
205,44,80.0
206,45,75.0
207,45,73.0
208,45,73.0
209,45,73.0
210,45,75.0
211,46,88.0
212,46,103.0
213,45,116.0
214,46,130.0
215,47,146.0
216,46,163.0
217,47,181.0
218,46,200.0
219,45,221.0
220,44,242.0
221,44,217.0
222,44,193.0
223,44,171.0
224,42,148.0
225,42,124.0
226,42,121.0
227,42,102.0
228,43,85.0
229,43,79.0
230,44,75.0
231,45,65.0
232,45,55.0
233,45,65.0
234,45,62.0
235,45,76.0
236,47,91.0
237,45,108.0
238,45,127.0
239,45,147.0
240,46,168.0
241,46,190.0
242,46,212.0
243,45,236.0
244,45,262.0
245,45,289.0
246,45,318.0
247,44,292.0
248,45,267.0
249,45,243.0
250,44,219.0
251,44,198.0
252,43,176.0
253,44,152.0
254,44,146.0
255,44,140.0
256,44,133.0
257,44,113.0
258,45,103.0
259,45,88.0
260,45,87.0
261,45,100.0
262,45,114.0
263,45,129.0
264,46,144.0
265,46,160.0
266,44,178.0
267,44,197.0
268,44,216.0
269,43,235.0
270,42,255.0
271,42,276.0
272,42,298.0
273,41,321.0
274,40,345.0
275,40,318.0
276,40,285.0
277,41,252.0
278,41,218.0
279,40,189.0
280,41,162.0
281,41,161.0
282,41,145.0
283,41,126.0
284,40,119.0
285,41,107.0
286,42,117.0
287,42,105.0
288,42,100.0
