time,cars,wait,queue
0,1,0.0,1
1,1,0.0,0
2,1,0.0,0
3,1,0.0,0
4,1,0.0,0
5,1,0.0,0
6,1,0.0,0
7,1,0.0,0
8,2,0.0,1
9,2,0.0,0
10,2,0.0,0
11,4,0.0,2
12,4,0.0,0
13,4,0.0,0
14,4,0.0,0
15,5,0.0,1
16,5,0.0,0
17,5,0.0,0
18,5,0.0,0
19,6,0.0,1
20,6,0.0,0
21,7,0.0,1
22,7,0.0,0
23,7,0.0,0
24,7,0.0,0
25,7,0.0,0
26,7,1.0,1
27,7,2.0,2
28,7,3.0,1
29,7,4.0,1
30,7,6.0,2
31,8,0.0,1
32,9,1.0,2
33,9,2.0,1
34,9,3.0,1
35,9,4.0,1
36,10,5.0,2
37,11,6.0,3
38,11,7.0,1
39,11,9.0,2
40,12,11.0,3
41,13,13.0,3
42,14,15.0,3
43,14,17.0,2
44,15,19.0,3
45,16,22.0,4
46,17,25.0,4
47,17,28.0,4
48,16,32.0,4
49,16,36.0,5
50,17,40.0,5
51,17,45.0,5
52,17,50.0,5
53,17,55.0,5
54,17,60.0,6
55,19,66.0,7
56,19,73.0,6
57,20,80.0,7
58,21,87.0,7
59,21,96.0,8
60,22,105.0,10
61,22,68.0,7
62,22,43.0,6
63,24,30.0,8
64,25,21.0,6
65,26,13.0,4
66,26,7.0,2
67,26,3.0,2
68,26,4.0,4
69,26,7.0,3
70,27,10.0,4
71,27,15.0,6
72,27,20.0,5
73,27,25.0,5
74,29,30.0,7
75,29,37.0,7
76,30,44.0,8
77,29,51.0,7
78,29,58.0,7
79,29,67.0,9
80,29,76.0,9
81,30,85.0,11
82,30,95.0,10
83,29,105.0,11
84,29,116.0,10
85,27,127.0,10
86,27,139.0,11
87,27,153.0,15
88,27,167.0,13
89,26,176.0,14
90,26,186.0,14
91,26,147.0,13
92,26,109.0,10
93,26,79.0,10
94,27,51.0,11
95,27,26.0,6
96,27,11.0,4
97,27,10.0,3
98,28,15.0,5
99,29,22.0,7
100,29,30.0,7
101,29,39.0,8
102,30,49.0,10
103,32,61.0,13
104,32,74.0,12
105,31,89.0,14
106,31,105.0,15
107,33,124.0,20
108,33,142.0,19
109,33,162.0,19
110,33,184.0,22
111,33,206.0,21
112,35,229.0,24
113,34,233.0,22
114,34,238.0,22
115,34,244.0,22
116,35,250.0,22
117,34,257.0,21
118,34,263.0,20
119,33,283.0,20
120,33,288.0,20
121,34,251.0,18
122,33,224.0,14
123,34,197.0,13
124,34,171.0,11
125,34,146.0,10
126,35,132.0,11
127,35,106.0,8
128,36,115.0,10
129,35,100.0,9
130,34,85.0,9
131,36,95.0,12
132,35,79.0,9
133,36,45.0,8
134,36,53.0,8
135,36,62.0,9
136,36,72.0,10
137,35,82.0,11
138,35,93.0,12
139,35,105.0,12
140,34,120.0,13
141,33,136.0,14
142,33,154.0,17
143,32,170.0,18
144,31,188.0,18
145,31,208.0,21
146,31,228.0,19
147,32,250.0,22
148,32,273.0,22
149,33,296.0,23
150,33,320.0,23
151,33,289.0,21
152,34,249.0,22
153,34,218.0,19
154,35,201.0,18
155,35,174.0,15
156,37,152.0,16
157,37,129.0,12
158,37,105.0,10
159,36,84.0,10
160,36,87.0,13
161,36,70.0,10
162,36,58.0,12
163,36,72.0,13
164,36,65.0,14
165,38,72.0,19
166,38,77.0,15
167,39,86.0,17
168,39,93.0,17
169,38,102.0,16
170,38,113.0,17
171,39,125.0,19
172,40,140.0,23
173,40,154.0,20
174,40,177.0,22
175,40,196.0,21
176,41,219.0,23
177,43,243.0,25
178,43,268.0,24
179,43,293.0,24
180,42,319.0,25
181,43,303.0,26
182,42,296.0,23
183,43,273.0,22
184,42,252.0,20
185,42,231.0,18
186,42,210.0,18
187,42,190.0,15
188,43,166.0,17
189,42,147.0,17
190,43,125.0,16
191,42,104.0,14
192,42,103.0,14
193,43,103.0,16
194,43,81.0,13
195,44,96.0,16
196,44,95.0,15
197,43,111.0,16
198,43,127.0,17
199,44,144.0,18
200,43,163.0,19
201,43,182.0,19
202,43,203.0,22
203,42,225.0,23
204,43,247.0,23
205,43,269.0,22
206,41,291.0,22
207,41,314.0,24
208,41,337.0,24
209,41,361.0,24
210,40,385.0,24
211,38,357.0,23
212,39,329.0,22
213,38,299.0,19
214,37,269.0,18
215,36,240.0,17
216,36,212.0,17
217,37,207.0,18
218,37,203.0,17
219,37,177.0,18
220,36,153.0,16
221,37,129.0,16
222,38,109.0,15
223,38,90.0,14
224,38,106.0,15
225,38,123.0,16
226,40,131.0,20
227,40,139.0,19
228,40,149.0,19
229,39,160.0,20
230,39,173.0,21
231,42,187.0,25
232,42,202.0,22
233,42,219.0,23
234,42,244.0,24
235,43,261.0,24
236,45,280.0,27
237,45,299.0,25
238,45,325.0,25
239,45,344.0,25
240,47,366.0,29
241,47,367.0,28
242,47,349.0,26
243,46,332.0,25
244,47,315.0,26
245,46,267.0,24
246,47,223.0,24
247,46,201.0,22
248,46,177.0,21
249,46,148.0,21
250,46,125.0,18
251,46,117.0,19
252,46,98.0,16
253,46,107.0,17
254,47,95.0,19
255,47,96.0,17
256,47,104.0,19
257,46,122.0,20
258,46,140.0,19
259,47,163.0,23
260,48,188.0,25
261,48,214.0,25
262,48,241.0,27
263,48,270.0,29
264,48,300.0,29
265,47,331.0,30
266,48,363.0,32
267,48,398.0,35
268,47,432.0,34
269,47,466.0,34
270,46,502.0,35
271,47,468.0,36
272,47,432.0,32
273,46,398.0,31
