time,cars,wait
0,1,0.0
1,1,0.0
2,1,0.0
3,1,0.0
4,1,0.0
5,1,0.0
6,1,0.0
7,1,0.0
8,1,0.0
9,1,0.0
10,1,0.0
11,3,0.0
12,4,0.0
13,4,0.0
14,4,0.0
15,5,0.0
16,6,0.0
17,6,0.0
18,6,0.0
19,6,0.0
20,7,0.0
21,9,0.0
22,9,0.0
23,9,0.0
24,8,0.0
25,10,0.0
26,10,0.0
27,12,0.0
28,12,1.0
29,12,3.0
30,13,0.0
31,14,0.0
32,14,0.0
33,14,0.0
34,14,0.0
35,15,2.0
36,15,4.0
37,15,8.0
38,15,12.0
39,17,16.0
40,17,22.0
41,17,26.0
42,17,31.0
43,17,38.0
44,18,46.0
45,18,54.0
46,18,62.0
47,17,71.0
48,17,80.0
49,17,89.0
50,18,60.0
51,18,37.0
52,18,20.0
53,18,7.0
54,19,6.0
55,20,8.0
56,20,11.0
57,20,15.0
58,21,20.0
59,21,26.0
60,22,13.0
61,23,8.0
62,24,6.0
63,25,2.0
64,25,4.0
65,23,6.0
66,25,9.0
67,25,12.0
68,25,16.0
69,25,21.0
70,26,10.0
71,28,8.0
72,28,6.0
73,29,4.0
74,29,4.0
75,29,5.0
76,30,6.0
77,30,10.0
78,31,15.0
79,30,19.0
80,28,13.0
81,28,9.0
82,27,6.0
83,28,2.0
84,28,5.0
85,28,9.0
86,27,14.0
87,27,20.0
88,27,27.0
89,27,34.0
90,27,26.0
91,26,20.0
92,26,18.0
93,27,18.0
94,28,27.0
95,28,26.0
96,26,28.0
97,26,25.0
98,26,23.0
99,26,24.0
100,26,13.0
101,26,11.0
102,26,3.0
103,27,6.0
104,27,11.0
105,28,17.0
106,28,24.0
107,30,32.0
108,29,41.0
109,29,50.0
110,30,41.0
111,30,33.0
112,31,32.0
113,31,25.0
114,32,18.0
115,32,15.0
116,31,24.0
117,32,29.0
118,32,31.0
119,31,31.0
120,31,22.0
121,31,18.0
122,33,9.0
123,33,3.0
124,33,4.0
125,34,7.0
126,34,12.0
127,33,19.0
128,33,27.0
129,32,37.0
130,34,34.0
131,35,33.0
132,35,38.0
133,35,35.0
134,34,34.0
135,35,35.0
136,35,30.0
137,35,24.0
138,35,28.0
139,34,34.0
140,35,24.0
141,35,16.0
142,36,10.0
143,36,7.0
144,36,8.0
145,37,11.0
146,38,16.0
147,38,22.0
148,38,30.0
149,39,38.0
150,40,30.0
151,41,22.0
152,40,16.0
153,40,12.0
154,41,15.0
155,41,19.0
156,42,27.0
157,42,36.0
158,42,51.0
159,40,62.0
160,39,50.0
161,40,43.0
162,41,28.0
163,41,21.0
164,41,17.0
165,42,15.0
166,42,18.0
167,43,19.0
168,42,29.0
169,43,35.0
170,42,29.0
171,42,22.0
172,44,16.0
173,45,13.0
174,45,12.0
175,44,12.0
176,44,14.0
177,46,18.0
178,47,23.0
179,47,25.0
180,46,19.0
181,46,12.0
182,45,11.0
183,46,8.0
184,46,10.0
185,47,12.0
186,46,17.0
187,46,24.0
188,47,34.0
189,48,43.0
190,48,34.0
191,47,31.0
192,47,29.0
193,47,24.0
194,47,23.0
195,47,24.0
196,48,33.0
197,47,34.0
198,48,37.0
199,46,41.0
200,46,30.0
201,46,25.0
202,46,21.0
203,46,18.0
204,46,18.0
205,46,22.0
206,48,33.0
207,48,35.0
208,46,45.0
209,46,48.0
210,45,38.0
211,46,29.0
212,46,25.0
213,46,25.0
214,46,25.0
215,48,27.0
216,48,31.0
217,48,40.0
218,46,48.0
219,46,53.0
220,46,42.0
221,46,32.0
222,46,22.0
223,46,18.0
224,46,17.0
225,48,19.0
226,48,33.0
227,48,36.0
228,47,42.0
229,46,54.0
230,45,47.0
231,46,40.0
232,46,31.0
233,46,28.0
234,46,28.0
235,47,28.0
236,47,37.0
237,47,42.0
238,48,46.0
239,47,56.0
240,48,50.0
241,48,47.0
242,48,51.0
243,49,41.0
244,49,40.0
245,49,39.0
246,48,42.0
247,49,39.0
248,49,38.0
249,50,38.0
250,49,29.0
251,49,23.0
252,48,24.0
253,49,22.0
254,49,17.0
255,49,19.0
256,49,22.0
257,49,30.0
258,48,38.0
259,48,47.0
260,47,38.0
261,48,33.0
262,47,28.0
263,47,23.0
264,48,19.0
265,49,19.0
266,49,20.0
267,48,33.0
268,47,38.0
269,47,44.0
270,48,53.0
271,49,53.0
272,49,43.0
273,49,47.0
274,50,40.0
275,49,40.0
276,49,45.0
277,49,45.0
278,49,45.0
279,50,43.0
280,49,47.0
281,49,39.0
282,49,39.0
283,48,34.0
284,49,31.0
285,49,31.0
286,49,30.0
287,49,35.0
288,49,35.0
289,48,45.0
290,49,60.0
291,49,59.0
292,49,59.0
293,48,53.0
294,48,50.0
295,48,49.0
296,48,57.0
297,49,59.0
298,49,60.0
299,50,64.0
300,49,73.0
301,49,74.0
302,48,64.0
303,49,49.0
304,49,41.0
305,49,35.0
306,49,32.0
307,50,33.0
308,50,39.0
309,49,40.0
310,49,42.0
311,50,37.0
312,49,35.0
313,49,26.0
314,49,17.0
315,49,16.0
316,48,15.0
317,49,21.0
318,49,27.0
319,48,35.0
320,48,48.0
321,48,40.0
322,47,35.0
323,47,32.0
324,47,30.0
325,47,27.0
326,46,27.0
327,46,38.0
328,47,41.0
329,47,45.0
330,46,50.0
331,46,40.0
332,46,33.0
333,48,26.0
334,48,25.0
335,48,23.0
336,47,29.0
337,48,39.0
338,48,39.0
339,47,40.0
340,47,41.0
341,47,32.0
342,47,26.0
343,47,23.0
344,47,19.0
345,47,19.0
346,48,22.0
347,49,32.0
348,49,38.0
349,49,46.0
350,49,54.0
351,48,48.0
352,49,39.0
353,48,34.0
354,47,32.0
355,47,35.0
356,47,38.0
357,49,37.0
358,49,44.0
359,48,43.0
360,48,51.0
361,48,39.0
362,47,28.0
363,48,32.0
364,49,22.0
365,49,23.0
366,49,21.0
367,48,31.0
368,48,34.0
369,48,39.0
370,49,47.0
371,48,46.0
372,47,43.0
373,47,36.0
374,47,30.0
375,48,28.0
376,48,26.0
377,48,31.0
378,48,40.0
379,47,45.0
380,47,47.0
381,47,44.0
382,47,41.0
383,47,41.0
384,47,48.0
385,47,46.0
386,48,47.0
387,50,50.0
388,50,52.0
389,49,52.0
390,49,52.0
391,49,54.0
392,49,46.0
393,49,39.0
394,49,38.0
395,48,40.0
396,49,36.0
397,50,34.0
398,50,38.0
399,50,37.0
400,49,43.0
401,48,36.0
402,47,30.0
403,48,26.0
404,48,27.0
405,48,21.0
406,47,22.0
407,48,25.0
408,48,27.0
409,47,32.0
410,47,42.0
411,48,47.0
412,47,37.0
413,47,25.0
414,48,23.0
415,48,20.0
