time,cars,wait
0,0,0.0
1,0,0.0
2,0,0.0
3,1,0.0
4,1,0.0
5,1,0.0
6,1,0.0
7,1,0.0
8,2,0.0
9,2,0.0
10,2,0.0
11,2,0.0
12,4,0.0
13,4,1.0
14,4,0.0
15,4,0.0
16,4,0.0
17,4,0.0
18,5,0.0
19,5,0.0
20,5,0.0
21,6,1.0
22,6,2.0
23,7,3.0
24,8,4.0
25,9,5.0
26,10,7.0
27,11,9.0
28,12,11.0
29,12,14.0
30,13,17.0
31,15,8.0
32,15,3.0
33,16,1.0
34,16,0.0
35,18,0.0
36,19,1.0
37,19,2.0
38,19,3.0
39,21,5.0
40,22,7.0
41,23,10.0
42,23,14.0
43,23,18.0
44,24,22.0
45,24,27.0
46,24,23.0
47,24,10.0
48,24,4.0
49,24,3.0
50,25,4.0
51,25,6.0
52,25,8.0
53,25,11.0
54,24,15.0
55,25,20.0
56,25,26.0
57,26,34.0
58,27,42.0
59,28,50.0
60,28,59.0
61,28,46.0
62,28,30.0
63,28,18.0
64,28,7.0
65,28,5.0
66,27,5.0
67,27,7.0
68,26,10.0
69,26,13.0
70,25,17.0
71,25,23.0
72,25,29.0
73,26,37.0
74,26,46.0
75,27,58.0
76,27,72.0
77,27,86.0
78,27,63.0
79,26,52.0
80,26,46.0
81,27,36.0
82,26,34.0
83,27,33.0
84,26,42.0
85,27,42.0
86,26,41.0
87,27,42.0
88,27,46.0
89,28,48.0
90,29,53.0
91,29,61.0
92,29,67.0
93,28,75.0
94,28,84.0
95,29,94.0
96,30,69.0
97,29,42.0
98,29,17.0
99,28,6.0
100,28,3.0
101,29,4.0
102,29,6.0
103,30,10.0
104,29,14.0
105,30,18.0
106,31,24.0
107,31,31.0
108,32,39.0
109,33,47.0
110,33,57.0
111,33,68.0
112,33,80.0
113,34,94.0
114,34,109.0
115,33,95.0
116,32,77.0
117,32,71.0
118,31,66.0
119,32,77.0
120,31,78.0
121,31,74.0
122,32,71.0
123,32,70.0
124,32,70.0
125,32,70.0
126,32,83.0
127,33,81.0
128,34,81.0
129,34,92.0
130,34,103.0
131,34,114.0
132,35,126.0
133,36,140.0
134,36,120.0
135,36,96.0
136,35,79.0
137,36,67.0
138,36,55.0
139,34,45.0
140,33,38.0
141,32,46.0
142,34,40.0
143,34,39.0
144,34,39.0
145,35,42.0
146,37,47.0
147,37,55.0
148,37,66.0
149,37,78.0
150,36,91.0
151,37,106.0
152,37,122.0
153,37,139.0
154,36,156.0
155,37,128.0
156,37,111.0
157,37,102.0
158,36,93.0
159,36,80.0
160,37,79.0
161,37,69.0
162,37,60.0
163,37,67.0
164,37,58.0
165,39,61.0
166,39,64.0
167,40,77.0
168,40,81.0
169,41,95.0
170,41,111.0
171,42,126.0
172,42,143.0
173,42,161.0
174,41,179.0
175,40,199.0
176,41,180.0
177,41,163.0
178,39,148.0
179,39,133.0
180,38,119.0
181,38,117.0
182,38,118.0
183,37,104.0
184,37,90.0
185,37,81.0
186,38,72.0
187,38,67.0
188,38,67.0
189,39,79.0
190,39,92.0
191,39,106.0
192,39,122.0
193,39,133.0
194,38,143.0
195,39,156.0
196,40,171.0
197,39,189.0
198,40,212.0
199,40,231.0
200,42,203.0
201,42,181.0
202,42,147.0
203,43,123.0
204,43,102.0
205,44,83.0
206,44,71.0
207,45,78.0
208,46,83.0
209,46,78.0
210,45,80.0
211,45,84.0
212,46,91.0
213,47,107.0
214,47,127.0
215,47,148.0
216,46,171.0
217,47,195.0
218,48,222.0
219,48,250.0
220,48,279.0
221,49,310.0
222,48,342.0
223,48,376.0
224,48,369.0
225,48,361.0
226,48,332.0
227,48,301.0
228,47,288.0
229,47,257.0
230,47,225.0
231,46,213.0
232,45,198.0
233,45,169.0
