time,cars,wait
0,0,0.0
1,0,0.0
2,1,0.0
3,1,0.0
4,1,0.0
5,1,0.0
6,1,0.0
7,2,0.0
8,2,0.0
9,2,0.0
10,2,0.0
11,4,0.0
12,4,1.0
13,4,0.0
14,4,0.0
15,4,0.0
16,4,0.0
17,5,0.0
18,5,0.0
19,5,0.0
20,6,0.0
21,6,0.0
22,7,0.0
23,7,0.0
24,8,0.0
25,9,0.0
26,9,0.0
27,10,0.0
28,10,0.0
29,11,1.0
30,12,2.0
31,12,3.0
32,13,4.0
33,13,5.0
34,15,6.0
35,16,0.0
36,17,0.0
37,17,1.0
38,18,2.0
39,18,3.0
40,19,0.0
41,20,1.0
42,20,4.0
43,20,5.0
44,20,8.0
45,20,2.0
46,21,1.0
47,21,2.0
48,21,3.0
49,22,5.0
50,23,6.0
51,23,9.0
52,23,13.0
53,23,17.0
54,23,21.0
55,22,13.0
56,23,6.0
57,24,4.0
58,26,5.0
59,26,8.0
60,26,14.0
61,25,16.0
62,25,19.0
63,24,20.0
64,24,25.0
65,23,29.0
66,24,33.0
67,23,23.0
68,23,18.0
69,23,14.0
70,23,12.0
71,24,12.0
72,24,15.0
73,23,20.0
74,24,26.0
75,24,33.0
76,25,41.0
77,25,31.0
78,23,24.0
79,24,20.0
80,25,17.0
81,25,16.0
82,24,15.0
83,23,21.0
84,24,20.0
85,23,20.0
86,22,21.0
87,23,26.0
88,25,32.0
89,25,39.0
90,25,46.0
91,25,55.0
92,25,64.0
93,25,74.0
94,25,85.0
95,25,97.0
96,25,110.0
97,26,123.0
98,27,137.0
99,27,152.0
100,27,170.0
101,27,189.0
102,27,208.0
103,28,228.0
104,28,210.0
105,27,194.0
106,27,157.0
107,27,140.0
108,29,131.0
109,30,122.0
110,30,112.0
111,30,99.0
112,31,86.0
113,31,75.0
114,31,60.0
115,31,47.0
116,32,51.0
117,33,38.0
118,34,26.0
119,34,14.0
120,34,20.0
121,35,27.0
122,35,36.0
123,35,45.0
124,34,38.0
125,34,31.0
126,34,27.0
127,35,22.0
128,35,18.0
129,34,15.0
130,35,16.0
131,35,18.0
132,37,19.0
133,36,22.0
134,36,10.0
135,36,8.0
136,36,9.0
137,37,9.0
138,37,10.0
139,37,14.0
140,38,17.0
141,39,24.0
142,39,35.0
143,38,46.0
144,39,42.0
145,40,32.0
146,41,23.0
147,41,22.0
148,41,20.0
149,40,20.0
150,40,20.0
151,41,22.0
152,40,30.0
153,40,34.0
154,40,30.0
155,41,22.0
156,41,17.0
157,41,19.0
158,41,19.0
159,42,20.0
160,42,24.0
161,43,27.0
162,43,35.0
163,43,43.0
164,42,35.0
165,43,30.0
166,43,26.0
167,43,30.0
168,42,33.0
169,43,32.0
170,44,34.0
171,44,35.0
172,43,41.0
173,42,46.0
174,42,34.0
175,43,26.0
176,43,20.0
177,42,12.0
178,42,13.0
179,43,21.0
180,45,24.0
181,44,28.0
182,43,34.0
183,42,39.0
184,41,32.0
185,43,31.0
186,43,27.0
187,43,22.0
188,43,21.0
189,44,29.0
190,44,31.0
191,44,31.0
192,43,35.0
193,43,40.0
194,44,29.0
195,44,25.0
196,44,20.0
197,44,20.0
198,45,19.0
199,46,21.0
200,45,27.0
201,45,30.0
202,45,38.0
203,47,48.0
204,48,42.0
205,47,37.0
206,46,32.0
207,46,26.0
208,47,22.0
209,48,20.0
210,49,20.0
211,48,23.0
212,48,21.0
213,46,25.0
214,47,24.0
215,47,25.0
216,47,25.0
217,47,29.0
218,47,32.0
219,47,33.0
220,49,36.0
221,49,34.0
222,49,38.0
223,49,45.0
224,49,39.0
225,50,32.0
226,50,25.0
227,49,23.0
228,49,20.0
229,49,18.0
230,49,21.0
231,49,26.0
232,49,29.0
233,49,38.0
