time,cars,wait,queue
0,1,0.0,1
1,1,0.0,0
2,1,0.0,0
3,1,0.0,0
4,3,0.0,2
5,4,0.0,1
6,5,0.0,1
7,5,0.0,0
8,5,0.0,0
9,5,0.0,0
10,6,0.0,1
11,6,0.0,0
12,6,0.0,0
13,6,0.0,0
14,7,0.0,1
15,8,0.0,1
16,9,0.0,1
17,9,0.0,0
18,9,1.0,1
19,12,2.0,4
20,12,3.0,1
21,12,4.0,1
22,12,6.0,2
23,12,9.0,3
24,15,12.0,6
25,15,15.0,3
26,15,18.0,3
27,15,22.0,4
28,15,26.0,6
29,16,30.0,5
30,16,35.0,5
31,16,16.0,3
32,17,9.0,3
33,18,4.0,2
34,19,3.0,4
35,20,2.0,2
36,20,4.0,2
37,21,6.0,3
38,22,8.0,3
39,22,10.0,2
40,23,12.0,3
41,24,14.0,4
42,24,17.0,3
43,24,20.0,3
44,25,25.0,6
45,25,30.0,5
46,26,35.0,6
47,24,40.0,5
48,25,45.0,6
49,23,52.0,7
50,24,59.0,8
51,24,66.0,9
52,24,74.0,8
53,23,83.0,9
54,22,92.0,9
55,23,102.0,12
56,24,112.0,11
57,23,122.0,10
58,23,132.0,10
59,23,142.0,12
60,25,152.0,12
61,25,108.0,8
62,25,78.0,8
63,26,51.0,7
64,27,29.0,7
65,27,10.0,4
66,27,9.0,3
67,27,14.0,4
68,27,20.0,6
69,30,26.0,8
70,30,32.0,5
71,30,39.0,6
72,31,47.0,8
73,31,58.0,10
74,34,68.0,13
75,34,80.0,11
76,34,93.0,12
77,33,108.0,14
78,35,123.0,16
79,35,139.0,16
80,35,155.0,16
81,35,173.0,17
82,34,191.0,17
83,33,210.0,18
84,35,231.0,22
85,34,253.0,21
86,34,276.0,22
87,33,300.0,23
88,34,324.0,24
89,33,348.0,23
90,33,372.0,24
91,33,316.0,22
92,33,265.0,21
93,33,223.0,17
94,34,185.0,15
95,34,151.0,12
96,33,143.0,12
97,33,124.0,12
98,33,107.0,11
99,34,90.0,10
100,34,77.0,10
101,35,65.0,10
102,35,56.0,10
103,36,67.0,11
104,36,59.0,10
105,36,61.0,10
106,36,75.0,14
107,37,90.0,15
108,38,105.0,15
109,38,122.0,16
110,36,141.0,18
111,36,162.0,20
112,36,185.0,23
113,36,210.0,24
114,35,235.0,24
115,35,261.0,25
116,34,288.0,26
117,36,315.0,28
118,36,343.0,28
119,36,371.0,27
120,36,399.0,27
121,36,377.0,27
122,36,334.0,24
123,36,296.0,22
124,37,260.0,22
125,37,248.0,19
126,38,214.0,19
127,38,200.0,17
128,38,174.0,15
129,40,148.0,16
130,40,116.0,11
131,41,85.0,11
132,41,80.0,9
133,42,59.0,9
134,42,42.0,8
135,42,51.0,9
136,42,59.0,9
137,41,71.0,12
138,42,80.0,11
139,42,93.0,12
140,42,107.0,13
141,42,124.0,17
142,43,140.0,17
143,41,159.0,18
144,41,180.0,21
145,41,202.0,21
146,42,225.0,23
147,43,248.0,23
148,44,273.0,25
149,44,299.0,25
150,45,326.0,27
151,46,297.0,25
152,46,280.0,24
153,46,252.0,25
154,46,229.0,24
155,45,210.0,23
156,46,195.0,23
157,46,196.0,23
158,46,185.0,22
159,45,162.0,19
160,45,139.0,17
161,46,117.0,16
162,46,99.0,16
163,46,100.0,14
164,46,82.0,13
165,46,84.0,13
166,48,90.0,18
167,48,107.0,17
168,48,126.0,19
169,47,147.0,20
170,48,169.0,22
171,49,194.0,25
172,48,221.0,26
173,48,249.0,28
174,48,278.0,28
175,47,309.0,30
176,47,342.0,32
177,48,376.0,34
178,47,410.0,33
179,47,445.0,34
180,46,481.0,35
181,46,448.0,34
182,46,415.0,32
183,46,382.0,31
184,46,347.0,28
185,45,311.0,25
186,46,276.0,24
187,46,244.0,23
188,46,233.0,21
189,45,217.0,20
190,46,195.0,20
191,46,159.0,17
192,46,123.0,15
193,46,107.0,13
194,47,93.0,13
195,47,108.0,14
196,47,126.0,17
197,46,147.0,20
198,46,168.0,20
199,46,190.0,21
200,46,215.0,25
201,46,241.0,26
202,46,268.0,27
203,46,296.0,27
204,46,326.0,30
205,46,356.0,30
206,46,388.0,32
207,46,421.0,32
208,45,456.0,34
209,45,489.0,34
210,45,524.0,34
211,46,502.0,34
212,45,481.0,32
213,44,438.0,30
214,44,396.0,27
215,44,353.0,26
216,44,313.0,24
217,44,322.0,25
218,44,298.0,25
219,44,254.0,23
220,43,211.0,19
221,43,174.0,17
222,43,161.0,17
223,43,127.0,16
224,44,104.0,15
225,44,105.0,15
226,44,107.0,16
227,45,124.0,18
228,45,144.0,19
229,46,167.0,24
230,46,192.0,24
231,46,218.0,25
232,46,243.0,27
233,45,274.0,30
234,46,305.0,31
235,46,336.0,30
236,46,367.0,31
237,46,398.0,30
238,46,430.0,32
239,45,462.0,31
240,45,494.0,31
241,46,476.0,31
242,45,431.0,28
243,45,388.0,25
244,45,346.0,24
245,45,344.0,24
246,45,302.0,22
247,44,262.0,20
248,44,252.0,19
249,44,220.0,19
250,44,210.0,17
251,45,183.0,18
252,45,157.0,16
253,45,130.0,15
254,45,102.0,15
255,45,96.0,16
256,46,114.0,19
257,45,134.0,20
258,45,156.0,21
259,45,179.0,22
260,44,203.0,23
261,44,228.0,25
262,45,255.0,27
263,45,283.0,28
264,45,313.0,29
265,44,345.0,30
266,45,379.0,33
267,45,395.0,35
268,45,413.0,34
269,44,432.0,34
270,44,451.0,34
271,45,418.0,33
272,46,385.0,32
273,46,351.0,28
