time,cars,wait,queue
332,46,56.0,15
333,47,66.0,16
334,47,77.0,16
335,47,96.0,18
336,47,115.0,18
337,48,103.0,21
338,47,93.0,19
339,48,85.0,20
340,48,77.0,18
341,49,70.0,19
342,49,65.0,19
343,48,67.0,18
344,48,64.0,17
345,48,61.0,15
346,48,68.0,16
347,48,66.0,16
348,48,68.0,14
349,48,68.0,13
350,48,75.0,14
351,48,92.0,16
352,49,80.0,16
353,48,71.0,15
354,48,67.0,16
355,48,63.0,17
356,48,63.0,18
357,48,61.0,16
358,48,70.0,17
359,48,68.0,15
360,49,74.0,16
361,49,84.0,17
362,50,73.0,15
363,50,81.0,15
364,50,80.0,14
365,49,88.0,14
366,49,103.0,15
367,49,96.0,17
368,48,88.0,16
369,48,80.0,14
370,48,73.0,15
371,48,82.0,17
372,46,78.0,16
373,46,75.0,15
374,46,73.0,17
375,46,71.0,16
376,45,77.0,15
377,44,74.0,14
378,44,82.0,15
379,44,79.0,13
380,45,83.0,14
381,45,98.0,15
382,45,89.0,14
383,45,79.0,15
384,45,73.0,16
385,45,66.0,14
386,44,57.0,11
387,43,53.0,12
388,44,49.0,13
389,43,54.0,14
390,43,53.0,13
391,42,58.0,14
392,43,59.0,14
393,43,65.0,13
394,43,74.0,13
395,44,89.0,16
396,45,105.0,17
397,45,92.0,15
398,44,82.0,12
399,44,72.0,12
400,45,63.0,12
401,45,54.0,11
402,44,47.0,11
403,44,40.0,12
404,44,35.0,12
405,43,41.0,12
406,43,49.0,13
407,42,54.0,13
408,43,62.0,14
409,43,74.0,14
410,44,89.0,15
411,44,106.0,16
412,44,98.0,15
413,45,92.0,16
414,44,80.0,15
415,44,70.0,14
416,43,61.0,12
417,43,49.0,11
418,43,41.0,13
419,43,28.0,11
420,43,27.0,12
421,43,26.0,10
422,43,29.0,10
423,44,40.0,13
424,44,50.0,12
425,44,63.0,14
426,45,76.0,15
427,45,70.0,14
428,46,66.0,14
429,46,61.0,13
430,46,57.0,13
431,46,54.0,13
432,46,50.0,12
433,46,50.0,14
434,46,52.0,13
435,45,64.0,15
436,45,73.0,16
437,45,88.0,20
438,45,106.0,20
439,45,128.0,22
440,45,151.0,22
441,47,177.0,27
442,47,174.0,24
443,47,172.0,25
444,48,171.0,25
445,48,170.0,23
446,48,144.0,24
447,48,129.0,22
448,48,126.0,23
449,47,124.0,22
450,47,110.0,20
451,46,104.0,19
452,47,94.0,20
453,47,91.0,20
454,47,85.0,17
455,47,90.0,17
456,47,90.0,17
457,47,74.0,15
458,48,66.0,14
459,47,58.0,12
460,47,51.0,11
461,47,47.0,12
462,47,44.0,13
463,47,48.0,12
464,47,57.0,17
465,47,58.0,17
466,47,65.0,17
467,47,74.0,18
468,47,84.0,17
469,48,97.0,19
470,48,117.0,19
471,48,137.0,20
472,48,136.0,21
473,49,136.0,24
474,49,126.0,23
475,50,113.0,21
476,49,105.0,22
477,48,118.0,25
478,48,111.0,23
479,49,99.0,24
480,48,90.0,21
481,48,100.0,22
482,47,94.0,20
483,47,87.0,17
484,48,81.0,17
485,48,93.0,17
486,48,100.0,18
487,48,85.0,15
488,48,72.0,13
489,49,68.0,15
490,49,64.0,15
491,49,60.0,15
492,49,56.0,13
493,48,53.0,16
494,48,66.0,17
495,47,64.0,16
496,47,58.0,16
497,47,52.0,15
498,47,62.0,15
499,47,59.0,16
