time,cars,wait,queue
0,1,0.0,1
1,1,0.0,0
2,1,0.0,0
3,1,0.0,0
4,3,0.0,2
5,4,0.0,1
6,5,0.0,1
7,5,0.0,0
8,5,0.0,0
9,5,0.0,0
10,6,0.0,1
11,6,0.0,0
12,6,0.0,0
13,6,0.0,0
14,7,0.0,1
15,8,0.0,1
16,9,0.0,1
17,9,0.0,0
18,9,0.0,0
19,11,0.0,2
20,12,0.0,1
21,12,1.0,1
22,12,0.0,1
23,13,1.0,2
24,14,2.0,2
25,15,3.0,2
26,14,4.0,1
27,15,5.0,2
28,17,7.0,4
29,16,9.0,2
30,16,11.0,2
31,17,13.0,3
32,17,16.0,3
33,19,19.0,5
34,19,22.0,3
35,21,25.0,5
36,21,28.0,3
37,22,17.0,4
38,22,10.0,4
39,21,4.0,2
40,22,2.0,3
41,22,1.0,1
42,22,2.0,1
43,23,3.0,2
44,22,5.0,2
45,23,7.0,4
46,23,10.0,3
47,23,14.0,4
48,25,18.0,6
49,25,23.0,5
50,27,29.0,8
51,27,35.0,6
52,27,20.0,6
53,27,10.0,3
54,25,3.0,2
55,25,4.0,3
56,25,7.0,2
57,26,11.0,6
58,26,16.0,4
59,25,21.0,4
60,25,27.0,6
61,25,36.0,8
62,28,45.0,11
63,28,56.0,9
64,28,68.0,10
65,29,71.0,13
66,29,76.0,12
67,31,51.0,13
68,30,30.0,8
69,30,24.0,8
70,31,10.0,5
71,32,6.0,5
72,33,10.0,6
73,33,13.0,4
74,35,19.0,8
75,35,27.0,8
76,37,35.0,11
77,37,46.0,11
78,37,57.0,11
79,38,69.0,13
80,37,83.0,13
81,38,99.0,16
82,37,89.0,13
83,37,82.0,13
84,38,70.0,14
85,37,59.0,12
86,36,48.0,10
87,36,35.0,10
88,35,30.0,11
89,34,34.0,11
90,35,31.0,11
91,36,32.0,12
92,35,37.0,12
93,35,43.0,10
94,35,54.0,12
95,35,63.0,10
96,36,77.0,14
97,36,62.0,10
98,36,52.0,9
99,35,41.0,8
100,35,30.0,7
101,36,17.0,5
102,38,15.0,6
103,37,20.0,5
104,37,19.0,6
105,35,26.0,7
106,35,34.0,9
107,37,45.0,12
108,38,57.0,12
109,38,72.0,14
110,38,87.0,15
111,39,105.0,18
112,41,100.0,20
113,40,91.0,19
114,40,86.0,19
115,40,79.0,17
116,39,72.0,17
117,41,77.0,19
118,40,71.0,15
119,39,64.0,13
120,39,59.0,10
121,39,68.0,13
122,39,68.0,12
123,39,66.0,10
124,40,66.0,11
125,40,76.0,10
126,40,78.0,11
127,40,61.0,10
128,41,46.0,9
129,41,32.0,7
130,41,21.0,5
131,41,20.0,6
132,40,22.0,8
133,41,31.0,10
134,41,33.0,9
135,40,38.0,11
136,40,48.0,15
137,39,62.0,14
138,40,78.0,16
139,40,97.0,18
140,41,118.0,21
141,41,142.0,23
142,42,142.0,23
143,42,130.0,22
144,42,120.0,21
145,43,109.0,21
146,44,112.0,22
147,44,102.0,20
148,44,92.0,19
149,43,92.0,20
150,43,81.0,17
151,43,74.0,16
152,44,86.0,18
153,44,88.0,15
154,44,92.0,15
155,44,110.0,17
156,44,121.0,18
157,45,94.0,17
158,45,78.0,14
159,45,63.0,15
160,45,49.0,14
161,46,40.0,15
162,46,46.0,15
163,47,41.0,17
164,47,39.0,15
165,47,43.0,15
166,47,52.0,16
167,48,55.0,14
168,48,59.0,15
169,48,62.0,14
170,48,71.0,15
171,48,85.0,16
172,49,74.0,15
173,48,69.0,14
174,48,65.0,15
175,48,62.0,16
176,48,62.0,17
177,48,71.0,17
178,47,74.0,19
179,46,80.0,17
180,45,83.0,18
181,45,85.0,18
182,45,88.0,18
183,45,101.0,17
184,45,108.0,17
185,46,119.0,18
186,46,139.0,19
187,46,147.0,19
188,46,138.0,19
189,47,126.0,21
190,46,116.0,20
191,46,106.0,17
192,45,104.0,18
193,45,89.0,14
194,45,76.0,15
195,45,78.0,15
196,45,67.0,14
197,45,61.0,13
198,45,57.0,14
199,46,59.0,14
200,46,69.0,16
201,47,84.0,17
202,47,70.0,15
203,47,58.0,13
204,47,50.0,14
205,47,43.0,12
206,47,37.0,11
207,47,40.0,13
208,48,40.0,14
209,48,47.0,13
210,48,50.0,16
211,48,57.0,16
212,48,76.0,19
213,48,87.0,20
214,48,96.0,18
215,48,113.0,20
216,48,133.0,20
217,49,119.0,21
218,49,108.0,21
219,49,100.0,21
220,50,92.0,21
221,50,84.0,19
222,49,80.0,19
223,48,76.0,19
224,48,83.0,19
225,48,87.0,21
226,48,90.0,19
227,48,87.0,17
228,48,83.0,15
229,49,81.0,15
230,49,91.0,15
231,49,110.0,18
232,48,104.0,18
233,48,96.0,16
234,48,86.0,17
235,48,80.0,19
236,48,75.0,19
237,48,73.0,17
238,47,72.0,16
239,47,84.0,19
240,47,82.0,19
241,47,78.0,18
242,47,74.0,17
243,47,74.0,17
244,47,82.0,17
245,48,90.0,18
246,48,109.0,18
247,48,106.0,17
248,48,104.0,17
249,48,93.0,17
250,50,85.0,21
251,50,78.0,17
252,50,74.0,18
253,50,76.0,19
254,49,71.0,21
255,49,78.0,21
256,48,78.0,20
257,49,85.0,21
258,48,86.0,18
259,48,95.0,20
260,48,102.0,19
261,48,116.0,20
262,49,108.0,20
263,49,108.0,19
264,49,112.0,20
265,49,105.0,21
266,50,97.0,20
267,50,103.0,22
268,50,99.0,20
269,49,91.0,20
270,49,80.0,21
271,49,70.0,20
272,49,70.0,19
273,49,65.0,19
