time,cars,wait,queue
0,1,0.0,1
1,1,0.0,0
2,1,0.0,0
3,1,0.0,0
4,1,0.0,0
5,1,0.0,0
6,1,0.0,0
7,1,0.0,0
8,2,0.0,1
9,2,0.0,0
10,2,0.0,0
11,4,0.0,2
12,4,0.0,0
13,4,0.0,0
14,4,0.0,0
15,5,0.0,1
16,5,0.0,0
17,5,0.0,0
18,5,1.0,1
19,6,0.0,1
20,6,0.0,0
21,7,0.0,1
22,7,0.0,0
23,7,0.0,0
24,7,0.0,0
25,7,0.0,0
26,7,1.0,1
27,8,2.0,2
28,8,3.0,1
29,8,4.0,1
30,8,6.0,2
31,9,8.0,3
32,10,10.0,3
33,10,12.0,2
34,9,0.0,0
35,10,0.0,1
36,11,0.0,1
37,11,0.0,1
38,11,0.0,0
39,10,1.0,1
40,11,2.0,2
41,12,3.0,2
42,13,4.0,2
43,13,5.0,1
44,14,7.0,3
45,15,9.0,3
46,16,11.0,3
47,17,13.0,3
48,17,15.0,2
49,17,1.0,1
50,15,0.0,0
51,16,0.0,1
52,15,1.0,1
53,15,2.0,1
54,15,4.0,3
55,16,6.0,3
56,17,8.0,3
57,18,11.0,4
58,19,15.0,5
59,20,20.0,6
60,20,23.0,4
61,21,28.0,6
62,21,34.0,6
63,21,40.0,6
64,23,22.0,6
65,23,9.0,4
66,23,1.0,1
67,22,0.0,0
68,23,2.0,2
69,21,4.0,1
70,22,7.0,3
71,22,11.0,4
72,22,16.0,4
73,22,21.0,4
74,22,28.0,7
75,23,36.0,8
76,24,45.0,9
77,24,54.0,8
78,24,64.0,9
79,25,74.0,10
80,24,84.0,9
81,24,95.0,10
82,24,107.0,12
83,25,119.0,12
84,26,131.0,12
85,25,143.0,11
86,24,156.0,12
87,25,170.0,14
88,24,127.0,11
89,24,95.0,9
90,23,66.0,7
91,24,42.0,7
92,25,24.0,6
93,25,9.0,4
94,25,8.0,3
95,25,12.0,4
96,27,16.0,6
97,27,22.0,6
98,27,28.0,6
99,27,35.0,7
100,28,44.0,10
101,29,53.0,10
102,30,63.0,11
103,28,50.0,9
104,28,39.0,7
105,28,29.0,6
106,28,26.0,6
107,28,25.0,7
108,28,24.0,7
109,28,26.0,9
110,27,28.0,8
111,28,38.0,11
112,27,43.0,10
113,28,52.0,13
114,28,63.0,11
115,29,65.0,14
116,29,69.0,12
117,29,74.0,11
118,30,55.0,10
119,30,45.0,8
120,30,36.0,9
121,30,27.0,7
122,29,21.0,6
123,31,16.0,8
124,31,20.0,7
125,32,30.0,10
126,32,38.0,11
127,32,44.0,9
128,34,52.0,12
129,34,66.0,13
130,34,82.0,15
131,34,100.0,18
132,34,118.0,17
133,35,102.0,19
134,35,91.0,16
135,35,87.0,17
136,35,79.0,15
137,35,73.0,13
138,34,67.0,12
139,35,61.0,12
140,34,56.0,11
141,34,64.0,14
142,35,81.0,17
143,36,66.0,14
144,36,71.0,14
145,36,67.0,13
146,36,63.0,11
147,37,73.0,13
148,37,64.0,11
149,37,59.0,11
150,36,57.0,12
151,37,59.0,15
152,37,53.0,14
153,37,53.0,15
154,37,63.0,16
155,37,61.0,16
156,40,60.0,19
157,40,61.0,16
158,40,53.0,14
159,40,47.0,12
160,39,45.0,11
161,39,52.0,14
162,39,57.0,12
163,39,46.0,10
164,39,38.0,9
165,41,27.0,10
166,41,21.0,8
167,40,20.0,8
168,40,25.0,7
169,41,30.0,9
170,41,32.0,9
171,41,38.0,12
172,41,46.0,14
173,42,55.0,13
174,41,68.0,15
175,42,81.0,16
176,43,100.0,18
177,43,108.0,18
178,44,94.0,18
179,44,82.0,15
180,44,71.0,15
181,44,62.0,16
182,44,63.0,15
183,46,60.0,16
184,46,66.0,14
185,46,63.0,16
186,46,61.0,13
187,46,59.0,14
188,47,59.0,14
189,47,67.0,15
190,48,65.0,14
191,48,80.0,15
192,47,95.0,16
193,46,86.0,15
194,46,79.0,15
195,47,73.0,16
196,47,69.0,15
197,47,67.0,15
198,45,65.0,15
199,44,83.0,18
200,43,81.0,17
201,42,89.0,17
202,42,87.0,16
203,42,85.0,18
204,42,83.0,15
205,42,82.0,14
206,42,89.0,14
207,43,104.0,15
208,44,91.0,13
209,45,82.0,14
210,44,72.0,12
211,43,61.0,11
212,44,50.0,12
213,43,40.0,10
214,43,34.0,8
215,43,45.0,12
216,43,46.0,11
217,44,48.0,11
218,44,54.0,12
219,44,62.0,13
220,45,73.0,14
221,45,87.0,14
222,45,101.0,14
223,46,92.0,17
224,47,84.0,15
225,47,76.0,14
226,47,69.0,14
227,47,63.0,14
228,45,60.0,16
229,45,59.0,14
230,44,68.0,16
231,44,74.0,16
232,43,75.0,17
233,43,78.0,15
234,44,83.0,15
235,44,92.0,17
236,45,107.0,17
237,45,126.0,17
238,45,112.0,16
239,45,101.0,15
240,46,90.0,15
241,46,92.0,14
242,44,79.0,14
243,45,68.0,14
244,45,71.0,13
245,46,71.0,15
246,46,64.0,14
247,47,60.0,15
248,48,55.0,14
249,48,70.0,15
250,48,75.0,15
251,49,88.0,16
252,49,88.0,14
253,50,81.0,16
254,48,72.0,13
255,48,64.0,12
256,48,58.0,12
257,48,54.0,12
258,47,60.0,15
259,47,59.0,15
260,45,59.0,14
261,45,62.0,17
262,44,64.0,16
263,44,66.0,15
264,44,76.0,16
265,44,88.0,17
266,45,102.0,20
267,45,123.0,21
268,45,125.0,21
269,46,114.0,23
270,47,105.0,21
271,49,97.0,22
272,49,88.0,19
273,49,80.0,17
