time,cars,wait
0,0,0.0
1,0,0.0
2,0,0.0
3,1,0.0
4,1,0.0
5,1,0.0
6,1,0.0
7,1,0.0
8,2,0.0
9,2,0.0
10,2,0.0
11,2,0.0
12,4,0.0
13,4,1.0
14,4,0.0
15,4,0.0
16,4,0.0
17,4,0.0
18,5,0.0
19,5,0.0
20,5,0.0
21,6,0.0
22,6,0.0
23,7,0.0
24,7,0.0
25,8,0.0
26,9,1.0
27,9,2.0
28,10,3.0
29,10,5.0
30,12,8.0
31,13,11.0
32,13,14.0
33,14,4.0
34,14,1.0
35,17,0.0
36,17,0.0
37,17,0.0
38,18,1.0
39,19,3.0
40,21,5.0
41,21,7.0
42,22,10.0
43,22,2.0
44,23,0.0
45,23,1.0
46,23,1.0
47,24,3.0
48,24,6.0
49,24,10.0
50,24,15.0
51,25,20.0
52,25,25.0
53,25,33.0
54,25,39.0
55,26,47.0
56,26,33.0
57,26,21.0
58,27,11.0
59,28,4.0
60,28,4.0
61,28,6.0
62,27,9.0
63,26,13.0
64,26,17.0
65,26,21.0
66,25,26.0
67,25,32.0
68,26,39.0
69,26,48.0
70,26,59.0
71,26,40.0
72,24,32.0
73,25,25.0
74,24,20.0
75,24,18.0
76,24,26.0
77,25,27.0
78,25,28.0
79,24,33.0
80,24,39.0
81,26,31.0
82,26,23.0
83,26,11.0
84,26,6.0
85,27,2.0
86,27,5.0
87,28,7.0
88,28,10.0
89,28,13.0
90,28,17.0
91,27,23.0
92,27,27.0
93,27,33.0
94,27,40.0
95,28,49.0
96,28,43.0
97,28,39.0
98,28,36.0
99,26,33.0
100,25,31.0
101,24,31.0
102,24,32.0
103,24,32.0
104,23,42.0
105,23,44.0
106,23,46.0
107,24,49.0
108,24,37.0
109,25,31.0
110,25,28.0
111,26,31.0
112,27,29.0
113,28,29.0
114,27,28.0
115,27,26.0
116,28,28.0
117,28,30.0
118,29,24.0
119,30,22.0
120,30,19.0
121,31,15.0
122,31,12.0
123,31,12.0
124,31,15.0
125,31,21.0
126,32,27.0
127,32,33.0
128,32,22.0
129,30,14.0
130,30,8.0
131,32,7.0
132,33,7.0
133,33,8.0
134,31,14.0
135,31,16.0
136,31,21.0
137,32,30.0
138,32,30.0
139,31,33.0
140,32,28.0
141,33,24.0
142,35,23.0
143,35,19.0
144,35,19.0
145,36,21.0
146,37,25.0
147,38,30.0
148,38,21.0
149,38,17.0
150,38,12.0
151,39,11.0
152,40,12.0
153,39,11.0
154,40,15.0
155,40,22.0
156,40,26.0
157,40,32.0
158,39,21.0
159,39,17.0
160,38,13.0
161,40,13.0
162,40,13.0
163,40,14.0
164,40,23.0
165,41,27.0
166,41,38.0
167,41,44.0
168,41,37.0
169,40,31.0
170,41,28.0
171,41,26.0
172,41,25.0
173,42,25.0
174,42,30.0
175,42,29.0
176,42,34.0
177,41,38.0
178,41,25.0
179,42,17.0
180,41,12.0
181,41,13.0
182,42,14.0
183,43,16.0
184,43,19.0
185,43,26.0
186,43,33.0
187,43,42.0
188,43,33.0
189,43,29.0
190,43,27.0
191,44,26.0
192,45,31.0
193,45,33.0
194,44,35.0
195,44,33.0
196,44,36.0
197,45,40.0
198,45,37.0
199,45,27.0
200,45,23.0
201,46,24.0
202,46,26.0
203,46,29.0
204,46,40.0
205,46,45.0
206,47,54.0
207,47,68.0
208,47,83.0
209,46,79.0
210,48,72.0
211,48,64.0
212,48,59.0
213,48,57.0
214,47,56.0
215,47,58.0
216,46,62.0
217,46,74.0
218,47,80.0
219,47,73.0
220,47,67.0
221,47,55.0
222,48,52.0
223,49,50.0
224,49,53.0
225,50,61.0
226,49,62.0
227,49,59.0
228,50,63.0
229,50,58.0
230,49,51.0
231,49,42.0
232,49,42.0
233,49,42.0
