time,cars,wait
0,1,0.0
1,1,0.0
2,1,0.0
3,1,0.0
4,1,0.0
5,1,0.0
6,1,0.0
7,1,0.0
8,1,0.0
9,1,0.0
10,1,0.0
11,1,0.0
12,3,0.0
13,4,0.0
14,4,0.0
15,4,0.0
16,5,0.0
17,6,0.0
18,6,0.0
19,6,0.0
20,6,1.0
21,7,2.0
22,9,3.0
23,9,4.0
24,9,5.0
25,9,6.0
26,11,7.0
27,11,8.0
28,13,9.0
29,13,11.0
30,13,12.0
31,15,2.0
32,15,0.0
33,15,0.0
34,15,1.0
35,15,2.0
36,16,3.0
37,16,4.0
38,16,5.0
39,16,8.0
40,18,11.0
41,18,14.0
42,18,17.0
43,18,21.0
44,18,25.0
45,19,30.0
46,19,14.0
47,19,4.0
48,19,1.0
49,19,3.0
50,18,5.0
51,19,7.0
52,18,10.0
53,18,13.0
54,17,16.0
55,17,19.0
56,19,23.0
57,19,27.0
58,19,31.0
59,19,36.0
60,19,41.0
61,20,46.0
62,21,36.0
63,20,25.0
64,19,16.0
65,19,9.0
66,18,3.0
67,19,0.0
68,18,1.0
69,18,2.0
70,18,3.0
71,19,4.0
72,21,6.0
73,21,8.0
74,21,10.0
75,22,12.0
76,22,14.0
77,23,16.0
78,23,18.0
79,22,1.0
80,22,2.0
81,22,2.0
82,21,4.0
83,21,3.0
84,21,5.0
85,22,5.0
86,22,6.0
87,22,10.0
88,22,14.0
89,22,20.0
90,23,26.0
91,23,33.0
92,23,40.0
93,23,49.0
94,24,38.0
95,24,29.0
96,24,22.0
97,24,21.0
98,24,21.0
99,23,17.0
100,24,15.0
101,24,7.0
102,24,7.0
103,22,7.0
104,22,9.0
105,24,10.0
106,24,14.0
107,24,18.0
108,25,22.0
109,26,26.0
110,28,30.0
111,28,13.0
112,27,3.0
113,28,0.0
114,28,1.0
115,29,3.0
116,29,6.0
117,28,10.0
118,28,16.0
119,26,23.0
120,27,32.0
121,27,41.0
122,28,52.0
123,29,64.0
124,29,76.0
125,30,91.0
126,30,107.0
127,31,106.0
128,31,106.0
129,31,94.0
130,30,82.0
131,31,70.0
132,31,55.0
133,31,51.0
134,30,38.0
135,30,36.0
136,31,38.0
137,31,30.0
138,31,29.0
139,31,31.0
140,32,34.0
141,33,44.0
142,33,55.0
143,35,67.0
144,35,79.0
145,35,61.0
146,35,45.0
147,34,33.0
148,34,32.0
149,34,34.0
150,36,37.0
151,35,50.0
152,36,56.0
153,36,64.0
154,37,72.0
155,37,82.0
156,37,96.0
157,37,110.0
158,40,127.0
159,40,147.0
160,39,168.0
161,40,190.0
162,42,213.0
163,42,190.0
164,41,164.0
165,40,140.0
166,40,120.0
167,41,105.0
168,41,95.0
169,40,83.0
170,40,72.0
171,39,76.0
172,41,66.0
173,41,66.0
174,41,58.0
175,41,61.0
176,42,54.0
177,42,64.0
178,42,75.0
179,41,88.0
180,41,103.0
181,42,120.0
182,42,138.0
183,40,157.0
184,40,178.0
185,39,161.0
186,39,148.0
187,38,128.0
188,37,112.0
189,37,104.0
190,38,92.0
191,38,96.0
192,37,84.0
193,37,74.0
194,38,69.0
195,39,61.0
196,39,52.0
197,39,44.0
198,40,51.0
199,41,61.0
200,42,71.0
201,42,79.0
202,41,90.0
203,43,103.0
204,44,116.0
205,45,131.0
206,44,147.0
207,44,166.0
208,42,147.0
209,43,121.0
210,42,98.0
211,42,87.0
212,42,91.0
213,43,85.0
214,43,78.0
215,42,69.0
216,43,65.0
217,43,59.0
218,43,56.0
219,44,53.0
220,44,50.0
221,45,61.0
222,46,73.0
223,47,87.0
224,47,103.0
225,46,120.0
226,47,138.0
227,48,159.0
228,48,180.0
229,48,205.0
230,46,187.0
231,46,172.0
232,46,158.0
233,46,145.0
234,46,133.0
235,45,120.0
236,46,135.0
237,46,117.0
238,46,107.0
239,45,97.0
240,46,101.0
241,46,90.0
242,46,92.0
243,46,84.0
244,47,96.0
245,47,111.0
246,46,126.0
247,46,143.0
248,46,163.0
249,47,182.0
250,47,202.0
251,45,225.0
252,45,249.0
253,45,274.0
254,45,250.0
255,44,226.0
256,44,204.0
257,43,178.0
258,44,157.0
259,44,152.0
260,44,132.0
261,44,126.0
262,45,105.0
263,45,89.0
264,46,91.0
265,46,87.0
266,46,86.0
267,47,74.0
268,48,80.0
269,48,98.0
270,46,115.0
271,46,135.0
272,47,157.0
273,47,181.0
274,47,207.0
275,47,234.0
276,46,262.0
277,46,292.0
278,46,323.0
279,47,356.0
280,47,389.0
281,46,423.0
282,46,394.0
283,46,362.0
284,46,333.0
285,46,302.0
286,45,268.0
287,45,248.0
288,46,216.0
289,46,182.0
290,46,170.0
291,46,158.0
292,46,125.0
293,47,110.0
294,47,93.0
295,47,82.0
296,47,87.0
297,47,104.0
298,47,122.0
299,46,143.0
300,46,165.0
301,44,188.0
302,44,213.0
303,45,240.0
304,44,268.0
305,44,297.0
306,45,328.0
307,45,361.0
308,45,394.0
309,45,427.0
310,45,461.0
311,45,495.0
312,46,531.0
313,45,513.0
314,45,494.0
315,44,452.0
316,44,408.0
317,45,389.0
318,44,344.0
319,44,321.0
320,43,274.0
321,43,248.0
322,43,202.0
323,43,159.0
324,43,116.0
325,43,115.0
326,44,85.0
327,44,77.0
328,44,72.0
329,44,68.0
330,44,80.0
331,44,93.0
332,44,107.0
333,42,121.0
334,42,138.0
335,42,156.0
336,41,177.0
337,41,196.0
338,40,216.0
339,40,237.0
340,41,258.0
341,40,282.0
342,40,308.0
343,41,335.0
344,42,363.0
345,43,391.0
346,43,419.0
347,44,447.0
348,44,415.0
349,46,370.0
350,46,327.0
351,47,288.0
352,46,252.0
353,46,215.0
354,46,180.0
355,46,171.0
356,46,148.0
357,46,128.0
358,46,99.0
359,47,77.0
360,46,57.0
361,46,71.0
362,47,84.0
363,47,98.0
364,47,114.0
365,46,131.0
366,47,149.0
367,48,170.0
368,48,193.0
369,48,216.0
370,47,241.0
371,47,268.0
372,47,297.0
373,47,327.0
374,46,349.0
375,46,373.0
376,46,398.0
377,46,423.0
378,47,449.0
379,47,476.0
380,47,503.0
381,47,531.0
382,48,500.0
383,48,455.0
384,48,412.0
385,48,366.0
386,49,321.0
387,49,274.0
388,49,228.0
389,49,212.0
390,49,196.0
391,49,157.0
392,49,127.0
393,48,115.0
394,48,85.0
395,48,82.0
396,48,95.0
397,48,106.0
398,48,123.0
399,48,142.0
400,48,164.0
401,49,188.0
402,49,212.0
403,49,240.0
404,49,274.0
405,49,304.0
406,49,336.0
407,50,368.0
408,50,399.0
409,50,430.0
410,50,465.0
411,50,501.0
412,50,538.0
413,49,575.0
414,49,612.0
415,49,649.0
