time,cars,wait
0,2,0.0
1,3,0.0
2,4,0.0
3,4,0.0
4,4,0.0
5,5,0.0
6,5,0.0
7,6,0.0
8,6,0.0
9,6,0.0
10,6,0.0
11,6,0.0
12,7,0.0
13,7,0.0
14,7,0.0
15,7,0.0
16,7,0.0
17,9,1.0
18,9,2.0
19,9,3.0
20,10,4.0
21,11,0.0
22,11,0.0
23,11,0.0
24,12,0.0
25,12,1.0
26,12,2.0
27,13,4.0
28,14,6.0
29,15,8.0
30,15,11.0
31,15,7.0
32,17,3.0
33,17,1.0
34,18,0.0
35,18,0.0
36,18,2.0
37,18,4.0
38,19,7.0
39,19,12.0
40,19,15.0
41,20,8.0
42,20,7.0
43,20,4.0
44,21,2.0
45,22,1.0
46,23,2.0
47,23,4.0
48,22,7.0
49,22,10.0
50,21,13.0
51,21,4.0
52,22,0.0
53,22,2.0
54,22,4.0
55,23,8.0
56,24,13.0
57,23,18.0
58,23,25.0
59,21,33.0
60,21,42.0
61,19,34.0
62,19,20.0
63,19,11.0
64,19,9.0
65,20,7.0
66,21,7.0
67,21,11.0
68,20,12.0
69,20,16.0
70,21,21.0
71,22,26.0
72,22,31.0
73,22,36.0
74,23,43.0
75,24,50.0
76,25,57.0
77,25,64.0
78,24,71.0
79,25,78.0
80,26,85.0
81,26,92.0
82,26,100.0
83,26,109.0
84,27,88.0
85,27,55.0
86,27,29.0
87,27,14.0
88,26,10.0
89,27,16.0
90,27,18.0
91,27,23.0
92,27,30.0
93,27,38.0
94,29,33.0
95,30,27.0
96,31,24.0
97,31,21.0
98,32,18.0
99,34,15.0
100,34,20.0
101,34,30.0
102,34,40.0
103,35,54.0
104,35,52.0
105,36,50.0
106,36,48.0
107,36,38.0
108,37,29.0
109,39,30.0
110,38,24.0
111,39,21.0
112,39,17.0
113,40,19.0
114,40,17.0
115,40,13.0
116,40,13.0
117,40,14.0
118,43,15.0
119,43,19.0
120,44,26.0
121,43,34.0
122,43,44.0
123,43,55.0
124,44,48.0
125,44,41.0
126,44,35.0
127,44,29.0
128,44,25.0
129,44,21.0
130,44,20.0
131,44,27.0
132,44,32.0
133,43,42.0
134,43,37.0
135,43,31.0
136,43,28.0
137,44,27.0
138,44,27.0
139,45,25.0
140,45,25.0
141,43,31.0
142,43,36.0
143,42,42.0
144,42,38.0
145,42,32.0
146,42,26.0
147,42,23.0
148,43,23.0
149,44,22.0
150,44,29.0
151,44,35.0
152,43,43.0
153,43,53.0
154,42,48.0
155,43,45.0
156,43,38.0
157,43,34.0
158,43,31.0
159,45,32.0
160,45,40.0
161,44,37.0
162,44,40.0
163,44,41.0
164,43,40.0
165,44,33.0
166,45,28.0
167,45,24.0
168,45,23.0
169,45,23.0
170,46,25.0
171,45,34.0
172,45,46.0
173,44,59.0
174,44,75.0
175,45,71.0
176,45,70.0
177,45,61.0
178,45,56.0
179,45,51.0
180,45,58.0
181,46,64.0
182,46,66.0
183,45,64.0
184,45,65.0
185,45,54.0
186,46,45.0
187,46,43.0
188,46,37.0
189,47,43.0
190,47,43.0
191,48,46.0
192,49,49.0
193,49,55.0
194,50,56.0
195,50,48.0
196,50,43.0
197,50,39.0
198,49,36.0
199,49,36.0
200,49,44.0
201,49,47.0
202,49,56.0
203,49,67.0
204,49,78.0
205,50,72.0
206,49,67.0
207,49,72.0
208,49,61.0
209,48,58.0
210,48,53.0
211,49,52.0
212,49,54.0
213,50,67.0
214,50,65.0
215,49,46.0
216,48,35.0
217,48,25.0
218,49,17.0
219,49,18.0
220,49,20.0
221,49,26.0
222,48,33.0
223,48,43.0
224,48,57.0
225,49,55.0
226,48,47.0
227,48,43.0
228,47,39.0
229,47,34.0
230,48,37.0
231,49,41.0
232,49,42.0
233,49,42.0
234,49,49.0
235,49,42.0
236,48,34.0
237,49,30.0
238,49,24.0
239,49,21.0
240,49,18.0
241,48,26.0
242,48,26.0
243,47,27.0
244,48,32.0
245,48,30.0
246,47,24.0
247,47,17.0
248,47,11.0
249,48,10.0
250,48,11.0
251,48,17.0
252,48,22.0
253,48,26.0
254,48,33.0
255,47,26.0
256,46,22.0
257,46,17.0
258,46,15.0
259,46,15.0
260,46,21.0
261,47,24.0
262,47,32.0
263,48,36.0
264,47,39.0
265,47,33.0
266,46,29.0
267,46,27.0
268,46,23.0
269,47,21.0
270,47,21.0
271,47,21.0
272,48,30.0
273,48,35.0
274,48,40.0
275,46,36.0
276,46,31.0
277,47,32.0
278,47,30.0
279,47,34.0
280,47,39.0
281,48,46.0
282,48,62.0
283,47,72.0
284,47,85.0
285,46,71.0
286,46,59.0
287,47,48.0
288,47,41.0
289,48,34.0
290,49,32.0
291,49,39.0
292,49,43.0
293,48,47.0
294,47,51.0
295,48,46.0
296,48,35.0
297,48,25.0
298,48,20.0
299,49,20.0
300,49,27.0
301,48,29.0
302,48,30.0
303,48,38.0
304,48,44.0
305,48,37.0
306,46,28.0
307,46,24.0
308,46,19.0
309,47,20.0
310,47,25.0
311,47,31.0
312,47,46.0
313,46,55.0
314,46,64.0
315,45,52.0
316,45,45.0
317,45,33.0
318,45,29.0
319,45,21.0
320,45,18.0
321,47,16.0
322,48,22.0
323,48,27.0
324,48,26.0
325,48,22.0
326,50,19.0
327,50,16.0
328,50,18.0
329,50,20.0
330,50,25.0
331,49,30.0
332,48,38.0
333,48,49.0
334,48,63.0
335,48,57.0
336,48,55.0
337,48,51.0
338,48,45.0
339,48,39.0
340,48,34.0
341,48,35.0
342,48,42.0
343,47,51.0
344,47,57.0
345,48,66.0
346,48,57.0
347,48,60.0
348,48,53.0
349,48,50.0
350,50,47.0
351,50,46.0
352,49,41.0
353,50,38.0
354,50,39.0
355,50,44.0
356,50,34.0
357,50,22.0
358,49,22.0
359,50,17.0
360,49,15.0
361,49,17.0
362,49,22.0
363,48,27.0
364,48,39.0
365,48,46.0
366,48,38.0
367,48,32.0
368,48,27.0
369,47,20.0
370,47,20.0
371,47,19.0
372,48,21.0
373,48,30.0
374,47,34.0
375,48,42.0
376,47,37.0
377,48,29.0
378,48,24.0
379,48,20.0
380,48,24.0
381,48,29.0
382,48,23.0
383,48,24.0
384,48,27.0
385,48,32.0
386,48,37.0
387,48,42.0
388,47,33.0
389,48,25.0
390,48,21.0
391,48,21.0
392,49,20.0
393,49,20.0
394,48,30.0
395,49,39.0
396,49,45.0
397,50,53.0
398,49,42.0
399,48,32.0
400,48,24.0
401,48,19.0
402,49,17.0
403,49,16.0
404,50,18.0
405,50,26.0
406,50,33.0
407,50,38.0
408,50,33.0
409,50,26.0
410,50,23.0
411,50,20.0
412,49,23.0
413,48,28.0
414,48,32.0
415,47,45.0
416,46,52.0
417,46,58.0
418,46,48.0
419,46,41.0
420,46,32.0
421,47,30.0
422,47,31.0
423,47,41.0
424,48,40.0
425,46,36.0
426,46,35.0
427,45,36.0
428,46,45.0
429,46,34.0
430,46,27.0
431,46,21.0
432,47,21.0
433,48,23.0
434,48,27.0
435,48,39.0
436,49,42.0
437,49,43.0
438,50,47.0
439,49,37.0
440,49,30.0
441,48,25.0
442,48,23.0
443,48,21.0
444,48,23.0
445,48,26.0
446,48,31.0
447,48,37.0
448,46,48.0
449,44,47.0
450,46,39.0
451,46,31.0
452,46,18.0
453,46,17.0
454,47,16.0
455,47,28.0
456,46,24.0
457,46,33.0
458,46,32.0
459,46,28.0
460,46,24.0
461,47,15.0
462,47,14.0
463,47,18.0
464,48,18.0
465,48,24.0
466,49,30.0
467,49,41.0
468,49,49.0
469,49,42.0
470,50,38.0
471,49,37.0
472,48,36.0
473,48,37.0
474,49,48.0
475,48,54.0
476,48,66.0
477,47,75.0
478,47,83.0
479,46,73.0
480,46,64.0
481,46,50.0
482,47,44.0
483,47,41.0
484,49,44.0
485,48,45.0
486,48,55.0
487,47,53.0
488,47,51.0
489,48,42.0
490,48,34.0
491,48,27.0
492,48,32.0
493,49,28.0
494,49,30.0
495,49,40.0
496,49,46.0
497,49,54.0
498,49,63.0
499,50,56.0
