time,cars,wait,queue
0,0,0.0,0
1,2,0.0,2
2,3,0.0,1
3,4,0.0,1
4,4,0.0,0
5,4,0.0,0
6,5,0.0,1
7,5,0.0,0
8,6,0.0,1
9,6,0.0,0
10,6,0.0,0
11,6,0.0,0
12,6,0.0,0
13,7,0.0,1
14,7,0.0,0
15,7,0.0,0
16,7,0.0,0
17,7,0.0,0
18,9,0.0,2
19,9,1.0,1
20,9,1.0,1
21,10,2.0,2
22,11,3.0,2
23,12,4.0,2
24,12,8.0,3
25,12,12.0,3
26,13,16.0,4
27,14,16.0,5
28,14,19.0,3
29,15,22.0,4
30,15,26.0,4
31,17,30.0,6
32,17,35.0,5
33,18,40.0,6
34,18,45.0,5
35,19,22.0,4
36,20,13.0,4
37,19,7.0,2
38,19,3.0,1
39,19,2.0,0
40,20,5.0,3
41,20,8.0,2
42,20,12.0,3
43,20,17.0,6
44,20,23.0,5
45,21,30.0,7
46,21,37.0,6
47,22,45.0,8
48,23,55.0,10
49,23,55.0,11
50,23,55.0,10
51,22,55.0,9
52,22,54.0,8
53,23,34.0,7
54,23,23.0,5
55,22,23.0,5
56,22,21.0,5
57,22,10.0,5
58,23,9.0,5
59,24,8.0,3
60,24,5.0,3
61,24,6.0,2
62,24,10.0,4
63,24,15.0,5
64,24,22.0,7
65,24,30.0,7
66,24,40.0,10
67,25,50.0,12
68,25,45.0,10
69,25,36.0,9
70,25,35.0,10
71,27,32.0,9
72,26,29.0,6
73,26,29.0,7
74,26,39.0,9
75,27,42.0,10
76,26,42.0,8
77,26,53.0,10
78,27,53.0,10
79,27,53.0,8
80,28,55.0,8
81,29,58.0,7
82,29,65.0,6
83,28,51.0,5
84,27,24.0,5
85,29,5.0,5
86,31,6.0,5
87,31,8.0,4
88,30,11.0,4
89,31,16.0,8
90,31,20.0,7
91,31,26.0,7
92,31,32.0,8
93,31,40.0,8
94,32,49.0,10
95,34,60.0,13
96,34,69.0,10
97,35,82.0,13
98,35,85.0,11
99,36,90.0,12
100,37,96.0,14
101,38,108.0,14
102,37,120.0,13
103,37,115.0,15
104,37,111.0,14
105,37,110.0,17
106,38,104.0,17
107,37,99.0,15
108,37,96.0,15
109,36,110.0,16
110,39,106.0,17
111,39,104.0,14
112,39,104.0,14
113,39,84.0,13
114,40,66.0,13
115,40,57.0,13
116,40,36.0,11
117,40,29.0,10
118,40,22.0,10
119,42,19.0,11
120,42,26.0,11
121,43,26.0,9
122,42,30.0,8
123,43,39.0,11
124,43,48.0,11
125,44,59.0,12
126,44,68.0,11
127,44,80.0,12
128,45,70.0,12
129,44,62.0,11
130,45,54.0,12
131,45,48.0,12
132,45,43.0,12
133,44,41.0,11
134,44,49.0,12
135,44,54.0,16
136,44,58.0,15
137,43,64.0,17
138,43,76.0,18
139,42,93.0,18
140,43,103.0,19
141,43,121.0,19
142,44,140.0,20
143,44,135.0,19
144,46,119.0,22
145,45,106.0,18
146,45,93.0,16
147,45,80.0,17
148,45,68.0,14
149,46,62.0,17
150,45,59.0,13
151,45,60.0,15
152,45,71.0,17
153,45,81.0,19
154,45,88.0,20
155,45,96.0,18
156,45,110.0,20
157,45,132.0,21
158,45,124.0,20
159,46,112.0,21
160,46,102.0,21
161,46,94.0,18
162,45,102.0,19
163,45,95.0,22
164,46,86.0,24
165,46,76.0,19
166,45,69.0,17
167,45,65.0,16
168,44,63.0,15
169,44,70.0,14
170,45,77.0,14
171,45,77.0,13
172,45,85.0,13
173,45,78.0,14
174,45,70.0,14
175,45,60.0,15
176,46,55.0,17
177,47,49.0,15
178,46,52.0,14
179,47,51.0,16
180,46,48.0,17
181,46,52.0,17
182,46,52.0,17
183,47,56.0,16
184,47,57.0,16
185,47,62.0,15
186,47,70.0,16
187,48,84.0,16
188,49,73.0,13
189,49,66.0,12
190,48,62.0,13
191,49,56.0,13
192,49,53.0,13
193,50,48.0,12
194,49,52.0,13
195,48,50.0,13
196,47,51.0,14
197,47,60.0,15
198,46,68.0,17
199,46,68.0,13
200,46,71.0,14
201,46,79.0,13
202,46,93.0,14
203,47,83.0,15
204,47,75.0,15
205,48,68.0,14
206,46,62.0,13
207,46,58.0,14
208,45,67.0,15
209,44,72.0,16
210,43,72.0,17
211,42,70.0,16
212,42,70.0,15
213,42,69.0,16
214,42,86.0,17
215,42,89.0,15
216,43,92.0,15
217,43,108.0,15
218,44,99.0,15
219,44,85.0,14
220,45,71.0,13
221,43,62.0,12
222,43,52.0,12
223,43,53.0,12
224,43,41.0,11
225,44,32.0,14
226,44,36.0,13
227,45,37.0,13
228,45,44.0,13
229,46,50.0,13
230,46,61.0,13
231,46,73.0,13
232,46,88.0,14
233,48,80.0,15
234,47,74.0,13
235,47,66.0,15
236,47,59.0,12
237,48,57.0,16
238,49,60.0,18
239,49,58.0,16
240,47,50.0,14
241,47,55.0,17
242,47,63.0,19
243,47,60.0,16
244,47,59.0,14
245,47,64.0,13
246,47,67.0,12
247,48,82.0,16
248,48,74.0,13
249,49,66.0,13
250,48,59.0,13
251,48,56.0,15
252,49,57.0,17
253,49,58.0,15
254,49,60.0,14
255,48,63.0,15
256,47,75.0,19
257,46,89.0,19
258,46,94.0,19
259,46,100.0,17
260,46,108.0,20
261,46,130.0,21
262,47,153.0,23
263,47,153.0,24
264,49,152.0,24
265,49,139.0,23
266,49,128.0,22
267,49,119.0,22
