time,cars,wait
0,0,0.0
1,2,0.0
2,3,0.0
3,4,0.0
4,4,0.0
5,4,0.0
6,5,0.0
7,5,0.0
8,6,0.0
9,6,0.0
10,6,0.0
11,6,0.0
12,6,0.0
13,7,0.0
14,7,0.0
15,7,0.0
16,7,0.0
17,7,0.0
18,9,0.0
19,9,1.0
20,9,3.0
21,10,0.0
22,11,0.0
23,12,0.0
24,12,1.0
25,12,2.0
26,14,5.0
27,14,8.0
28,14,8.0
29,15,10.0
30,15,12.0
31,17,1.0
32,17,0.0
33,17,0.0
34,17,0.0
35,19,0.0
36,19,1.0
37,19,2.0
38,18,3.0
39,18,5.0
40,20,7.0
41,21,3.0
42,21,0.0
43,20,0.0
44,20,2.0
45,21,5.0
46,21,8.0
47,20,11.0
48,20,16.0
49,19,21.0
50,19,26.0
51,18,32.0
52,18,38.0
53,19,45.0
54,19,30.0
55,19,17.0
56,19,9.0
57,19,3.0
58,20,1.0
59,20,2.0
60,20,3.0
61,20,4.0
62,19,6.0
63,18,8.0
64,18,3.0
65,18,0.0
66,19,0.0
67,21,1.0
68,21,3.0
69,21,8.0
70,20,14.0
71,20,22.0
72,20,30.0
73,20,38.0
74,20,48.0
75,20,42.0
76,22,36.0
77,22,25.0
78,22,11.0
79,22,3.0
80,22,7.0
81,23,12.0
82,23,17.0
83,23,18.0
84,22,14.0
85,23,11.0
86,24,11.0
87,24,14.0
88,24,20.0
89,24,24.0
90,25,29.0
91,26,34.0
92,26,40.0
93,26,47.0
94,26,55.0
95,29,43.0
96,29,33.0
97,30,24.0
98,30,17.0
99,30,12.0
100,31,17.0
101,31,14.0
102,32,16.0
103,32,22.0
104,31,29.0
105,32,37.0
106,32,25.0
107,32,18.0
108,32,13.0
109,32,17.0
110,33,14.0
111,34,7.0
112,35,6.0
113,33,9.0
114,33,13.0
115,33,17.0
116,34,25.0
117,34,16.0
118,34,10.0
119,35,8.0
120,36,9.0
121,37,14.0
122,38,17.0
123,37,23.0
124,36,28.0
125,37,38.0
126,36,45.0
127,35,38.0
128,35,36.0
129,35,28.0
130,36,24.0
131,38,24.0
132,38,21.0
133,37,21.0
134,38,21.0
135,38,21.0
136,40,26.0
137,39,20.0
138,40,17.0
139,41,14.0
140,41,16.0
141,42,19.0
142,42,25.0
143,43,31.0
144,44,39.0
145,44,52.0
146,44,62.0
147,44,56.0
148,44,50.0
149,45,47.0
150,45,40.0
151,45,34.0
152,45,38.0
153,44,44.0
154,45,51.0
155,44,53.0
156,44,50.0
157,43,37.0
158,42,26.0
159,42,16.0
160,44,16.0
161,44,17.0
162,44,19.0
163,46,23.0
164,46,29.0
165,45,37.0
166,45,47.0
167,45,39.0
168,45,32.0
169,45,34.0
170,47,33.0
171,47,33.0
172,46,37.0
173,46,44.0
174,45,53.0
175,45,73.0
176,44,88.0
177,45,89.0
178,45,86.0
179,45,81.0
180,45,69.0
181,45,56.0
182,46,43.0
183,47,37.0
184,47,40.0
185,47,45.0
186,47,42.0
187,48,32.0
188,48,23.0
189,48,17.0
190,48,13.0
191,48,13.0
192,49,14.0
193,49,20.0
194,49,25.0
195,48,31.0
196,49,41.0
197,49,35.0
198,50,32.0
199,49,33.0
200,49,25.0
201,48,21.0
202,48,16.0
203,49,19.0
204,48,29.0
205,49,29.0
206,49,30.0
207,48,26.0
208,48,21.0
209,48,22.0
210,49,19.0
211,49,21.0
212,50,22.0
213,49,28.0
214,49,33.0
215,48,41.0
216,48,54.0
217,49,46.0
218,49,40.0
219,49,33.0
220,49,26.0
221,48,25.0
222,48,26.0
223,48,28.0
224,48,31.0
225,48,44.0
226,46,49.0
227,45,39.0
228,46,29.0
229,46,19.0
230,46,14.0
231,46,16.0
232,48,18.0
233,48,23.0
234,47,33.0
235,47,41.0
236,46,50.0
237,45,47.0
238,44,48.0
239,45,40.0
240,46,36.0
241,46,42.0
242,47,39.0
243,47,40.0
244,49,43.0
245,48,47.0
246,48,58.0
247,48,59.0
248,48,57.0
249,48,56.0
250,48,65.0
251,49,55.0
252,50,48.0
253,50,50.0
254,49,45.0
255,49,47.0
256,50,55.0
257,50,54.0
258,50,43.0
259,49,42.0
260,48,36.0
261,49,34.0
262,49,23.0
263,50,23.0
264,50,21.0
265,50,26.0
266,49,31.0
267,48,40.0
268,48,32.0
269,48,27.0
270,48,24.0
271,48,24.0
272,48,24.0
273,49,26.0
274,49,32.0
275,48,41.0
276,47,48.0
277,45,56.0
278,45,53.0
279,46,43.0
280,46,33.0
281,46,30.0
282,46,36.0
283,47,36.0
284,46,38.0
285,46,40.0
286,46,50.0
287,46,58.0
288,44,57.0
